"article_title","article_id","filename","nchar"
"Polityka zagraniczna Polski","293790","Polityka_zagraniczna_Polski__pageid-293790.txt",43004
"Polonia","4987","Polonia__pageid-4987.txt",13027
"Polonik","3162462","Polonik__pageid-3162462.txt",1666
"Polska","44895","Polska__pageid-44895.txt",152682
"Polska A i B","1426615","Polska_A_i_B__pageid-1426615.txt",4670
"Polska Partia Robotnicza","49902","Polska_Partia_Robotnicza__pageid-49902.txt",84318
"Polska Partia Socjalistyczna","23113","Polska_Partia_Socjalistyczna__pageid-23113.txt",41812
"Polska Rzeczpospolita Ludowa","23992","Polska_Rzeczpospolita_Ludowa__pageid-23992.txt",223263
"Polska w okresie rozbicia dzielnicowego","5032","Polska_w_okresie_rozbicia_dzielnicowego__pageid-5032.txt",7852
"Polska w organizacjach międzynarodowych","3322753","Polska_w_organizacjach_międzynarodowych__pageid-3322753.txt",362
"Polska w Unii Europejskiej","993948","Polska_w_Unii_Europejskiej__pageid-993948.txt",17179
"Polska Wyłączna Strefa Ekonomiczna","445090","Polska_Wyłączna_Strefa_Ekonomiczna__pageid-445090.txt",1778
"Polska Żegluga Morska","112553","Polska_Żegluga_Morska__pageid-112553.txt",4827
"Polska Zjednoczona Partia Robotnicza","4856","Polska_Zjednoczona_Partia_Robotnicza__pageid-4856.txt",12419
"Polski Komitet Wyzwolenia Narodowego","27663","Polski_Komitet_Wyzwolenia_Narodowego__pageid-27663.txt",36990
"Polski ruch oporu w czasie II wojny światowej","113451","Polski_ruch_oporu_w_czasie_II_wojny_światowej__pageid-113451.txt",18722
"Polski system orderowo odznaczeniowy","198457","Polski_system_orderowo_odznaczeniowy__pageid-198457.txt",18672
"Polskie mapy topograficzne","998891","Polskie_mapy_topograficzne__pageid-998891.txt",37568
"Polskie nazwiska","107897","Polskie_nazwiska__pageid-107897.txt",38677
"Polskie odznaczenia  lista ","4666122","Polskie_odznaczenia__lista___pageid-4666122.txt",4327
"Polskie Państwo Podziemne","172764","Polskie_Państwo_Podziemne__pageid-172764.txt",12071
"Polskie pieśni hymniczne","2296","Polskie_pieśni_hymniczne__pageid-2296.txt",7182
"Polskie Siły Zbrojne","173050","Polskie_Siły_Zbrojne__pageid-173050.txt",34716
"Polskie Stronnictwo Ludowe  1945 1949 ","1447587","Polskie_Stronnictwo_Ludowe__1945_1949___pageid-1447587.txt",6662
"Polskie Stronnictwo Ludowe  Piast   1913 1931 ","2156661","Polskie_Stronnictwo_Ludowe__Piast___1913_1931___pageid-2156661.txt",2517
"Polskie tańce narodowe","1101866","Polskie_tańce_narodowe__pageid-1101866.txt",2446
"Pomorze Zachodnie","122322","Pomorze_Zachodnie__pageid-122322.txt",2965
"Powstania kozackie","1628121","Powstania_kozackie__pageid-1628121.txt",4276
"Powstanie krakowskie","129863","Powstanie_krakowskie__pageid-129863.txt",9170
"Powstanie listopadowe","5073","Powstanie_listopadowe__pageid-5073.txt",31142
"Powstanie styczniowe","4951","Powstanie_styczniowe__pageid-4951.txt",71637
"Poznań","4966","Poznań__pageid-4966.txt",92120
"Praca organiczna","37074","Praca_organiczna__pageid-37074.txt",8565
"Prawa człowieka w Polsce","1706558","Prawa_człowieka_w_Polsce__pageid-1706558.txt",19283
"Prawo książęce","1830774","Prawo_książęce__pageid-1830774.txt",1785
"Prawo międzynarodowe","85212","Prawo_międzynarodowe__pageid-85212.txt",12454
"Prehistoria ziem polskich","37296","Prehistoria_ziem_polskich__pageid-37296.txt",39153
"Premierzy Polski","4860","Premierzy_Polski__pageid-4860.txt",5571
"Prezydent Rzeczypospolitej Polskiej","25362","Prezydent_Rzeczypospolitej_Polskiej__pageid-25362.txt",35797
"Proces pokazowy","485105","Proces_pokazowy__pageid-485105.txt",6946
"Proces szesnastu","173835","Proces_szesnastu__pageid-173835.txt",23923
"Produkt krajowy brutto","31969","Produkt_krajowy_brutto__pageid-31969.txt",6230
"Przemysł II","27641","Przemysł_II__pageid-27641.txt",98457
"Przemyślidzi","15972","Przemyślidzi__pageid-15972.txt",4656
"Przewrót majowy","115521","Przewrót_majowy__pageid-115521.txt",54478
"Przywilej","13496","Przywilej__pageid-13496.txt",1702
"Pseudonim","5057","Pseudonim__pageid-5057.txt",3742
"Rada Narodowa Rzeczypospolitej Polskiej","1055992","Rada_Narodowa_Rzeczypospolitej_Polskiej__pageid-1055992.txt",3888
"Rada Regencyjna","22063","Rada_Regencyjna__pageid-22063.txt",6915
"Reakcja pogańska","511526","Reakcja_pogańska__pageid-511526.txt",11549
"Regalia  gospodarka ","194950","Regalia__gospodarka___pageid-194950.txt",3414
"Regionalizacja fizycznogeograficzna Polski","21097","Regionalizacja_fizycznogeograficzna_Polski__pageid-21097.txt",12879
"Regiony historyczne Polski","19976","Regiony_historyczne_Polski__pageid-19976.txt",76772
"Rokitno  osiedle typu miejskiego ","652727","Rokitno__osiedle_typu_miejskiego___pageid-652727.txt",2267
"Rolnictwo w Polsce","2645171","Rolnictwo_w_Polsce__pageid-2645171.txt",13147
"Roman Dmowski","5362","Roman_Dmowski__pageid-5362.txt",38114
"Roman Grodecki","183388","Roman_Grodecki__pageid-183388.txt",5201
"Rosja","45272","Rosja__pageid-45272.txt",115474
"Rozbiory Polski","32297","Rozbiory_Polski__pageid-32297.txt",16726
"Rumunia","5171","Rumunia__pageid-5171.txt",24197
"Ruś Kijowska","14882","Ruś_Kijowska__pageid-14882.txt",32891
"Rząd Rzeczypospolitej Polskiej na uchodźstwie","169283","Rząd_Rzeczypospolitej_Polskiej_na_uchodźstwie__pageid-169283.txt",54984
"Rząd Tymczasowy Rzeczypospolitej Polskiej","136285","Rząd_Tymczasowy_Rzeczypospolitej_Polskiej__pageid-136285.txt",7567
"Rzeczpospolita Obojga Narodów","5401","Rzeczpospolita_Obojga_Narodów__pageid-5401.txt",45325
"Rzeczpospolita Trojga Narodów","224069","Rzeczpospolita_Trojga_Narodów__pageid-224069.txt",3096
"Rzeki w Polsce","11188","Rzeki_w_Polsce__pageid-11188.txt",2617
"Rzym","5240","Rzym__pageid-5240.txt",23658
"Saksonia","17811","Saksonia__pageid-17811.txt",31200
"San","16624","San__pageid-16624.txt",11608
"Sanacja","86694","Sanacja__pageid-86694.txt",41589
"Sejm niemy","315598","Sejm_niemy__pageid-315598.txt",3385
"Sejm Rzeczypospolitej Polskiej","2797003","Sejm_Rzeczypospolitej_Polskiej__pageid-2797003.txt",16122
"Senior  feudalizm ","2342662","Senior__feudalizm___pageid-2342662.txt",929
"Seniorat","80644","Seniorat__pageid-80644.txt",1996
"Sieciech","12249","Sieciech__pageid-12249.txt",530
"Sieciech  palatyn ","5123019","Sieciech__palatyn___pageid-5123019.txt",8284
"Siły Zbrojne Rzeczypospolitej Polskiej","6985","Siły_Zbrojne_Rzeczypospolitej_Polskiej__pageid-6985.txt",21788
"Skarbimir","11268","Skarbimir__pageid-11268.txt",348
"Śląsk","44920","Śląsk__pageid-44920.txt",64307
"Słowacja","5528","Słowacja__pageid-5528.txt",25233
"Służba Zwycięstwu Polski","173029","Służba_Zwycięstwu_Polski__pageid-173029.txt",2754
"Socjalizm realny","145725","Socjalizm_realny__pageid-145725.txt",1845
"Sport w Polsce","123954","Sport_w_Polsce__pageid-123954.txt",6147
"Sputnik  radio ","721479","Sputnik__radio___pageid-721479.txt",5551
"Stanisław Leszczyński","20089","Stanisław_Leszczyński__pageid-20089.txt",25205
"Stanisław Mikołajczyk","91302","Stanisław_Mikołajczyk__pageid-91302.txt",9298
"Stanisław Szczur","690419","Stanisław_Szczur__pageid-690419.txt",4887
"Stanisław Zachorowski","2365441","Stanisław_Zachorowski__pageid-2365441.txt",969
"Stanisław ze Szczepanowa","130313","Stanisław_ze_Szczepanowa__pageid-130313.txt",15808
"Stany Zjednoczone","5603","Stany_Zjednoczone__pageid-5603.txt",77482
"Stolica Polski","5664","Stolica_Polski__pageid-5664.txt",5964
"Stroje ludowe w Polsce","741666","Stroje_ludowe_w_Polsce__pageid-741666.txt",6851
"Stronnictwo Ludowe","1484915","Stronnictwo_Ludowe__pageid-1484915.txt",23532
"Stronnictwo Narodowe  emigracyjne ","1483804","Stronnictwo_Narodowe__emigracyjne___pageid-1483804.txt",3066
"Stronnictwo Pracy","69380","Stronnictwo_Pracy__pageid-69380.txt",4923
"Styl narodowy","1605497","Styl_narodowy__pageid-1605497.txt",21611
"Suwerenność","96974","Suwerenność__pageid-96974.txt",19252
"Święta państwowe w Polsce","1312988","Święta_państwowe_w_Polsce__pageid-1312988.txt",9594
"Święte Cesarstwo Rzymskie","7417","Święte_Cesarstwo_Rzymskie__pageid-7417.txt",24462
"System opieki zdrowotnej w Polsce","39596","System_opieki_zdrowotnej_w_Polsce__pageid-39596.txt",21043
"System oświaty w Polsce","4215","System_oświaty_w_Polsce__pageid-4215.txt",8408
"System parlamentarny","154408","System_parlamentarny__pageid-154408.txt",1209
"System prawny Polski","292029","System_prawny_Polski__pageid-292029.txt",2529
"Szata roślinna Polski","318517","Szata_roślinna_Polski__pageid-318517.txt",8286
"Szlachta w Polsce","2093","Szlachta_w_Polsce__pageid-2093.txt",13230
"Sztuka Polski","3168176","Sztuka_Polski__pageid-3168176.txt",60890
"Szwecja","5530","Szwecja__pageid-5530.txt",28754
"Terytoria Polski anektowane przez III Rzeszę","25754","Terytoria_Polski_anektowane_przez_III_Rzeszę__pageid-25754.txt",14635
"Theatrum orbis terrarum","1839366","Theatrum_orbis_terrarum__pageid-1839366.txt",561
"Tożsamość narodowa","515748","Tożsamość_narodowa__pageid-515748.txt",958
"Traktat Loewenwolda","82975","Traktat_Loewenwolda__pageid-82975.txt",2891
"Traktat ryski  1921 ","124820","Traktat_ryski__1921___pageid-124820.txt",20138
"Transformacja systemowa w Polsce","1371212","Transformacja_systemowa_w_Polsce__pageid-1371212.txt",38551
"Transport w Polsce","2195037","Transport_w_Polsce__pageid-2195037.txt",15410
"Trójkąt Kaliningradzki","2919585","Trójkąt_Kaliningradzki__pageid-2919585.txt",1670
"Trójkąt Weimarski","586559","Trójkąt_Weimarski__pageid-586559.txt",4915
"Tumult toruński","440199","Tumult_toruński__pageid-440199.txt",23665
"Turystyka w Polsce","2702706","Turystyka_w_Polsce__pageid-2702706.txt",6770
"Twierdza Brzeska","119339","Twierdza_Brzeska__pageid-119339.txt",10537
"Tymczasowy Rząd Jedności Narodowej","67789","Tymczasowy_Rząd_Jedności_Narodowej__pageid-67789.txt",6423
"Uchwała Sejmu o detronizacji Mikołaja I","462880","Uchwała_Sejmu_o_detronizacji_Mikołaja_I__pageid-462880.txt",3025
"Uczelnie w Polsce","59008","Uczelnie_w_Polsce__pageid-59008.txt",4875
"Układ Sikorski Majski","118238","Układ_Sikorski_Majski__pageid-118238.txt",4458
"Ukraina","6423","Ukraina__pageid-6423.txt",68306
"Ultimatum","120471","Ultimatum__pageid-120471.txt",1476
"Unia Europejska","6433","Unia_Europejska__pageid-6433.txt",35618
"Unia lubelska","6504","Unia_lubelska__pageid-6504.txt",10201
"Ustawa sukcesyjna Bolesława Krzywoustego","94127","Ustawa_sukcesyjna_Bolesława_Krzywoustego__pageid-94127.txt",19367
"Ustrój polityczny Polski","189807","Ustrój_polityczny_Polski__pageid-189807.txt",53366
"Uznanie międzynarodowe","1625623","Uznanie_międzynarodowe__pageid-1625623.txt",11424
"Venture capital w Polsce","4560840","Venture_capital_w_Polsce__pageid-4560840.txt",25100
"Wacław Grzybowski","640685","Wacław_Grzybowski__pageid-640685.txt",5022
"Wacław II","21214","Wacław_II__pageid-21214.txt",19629
"Wacław III","27640","Wacław_III__pageid-27640.txt",9270
"Warszawa","6605","Warszawa__pageid-6605.txt",106333
"Westerplatte","10493","Westerplatte__pageid-10493.txt",9734
"Wielka Brytania","6647","Wielka_Brytania__pageid-6647.txt",36229
"Wielka Emigracja","169319","Wielka_Emigracja__pageid-169319.txt",27422
"Wielkie Księstwo Litewskie","16890","Wielkie_Księstwo_Litewskie__pageid-16890.txt",15134
"Wielkie Księstwo Poznańskie","107445","Wielkie_Księstwo_Poznańskie__pageid-107445.txt",9410
"Wielkopolska","18252","Wielkopolska__pageid-18252.txt",15527
"Wileńszczyzna","716227","Wileńszczyzna__pageid-716227.txt",7297
"Wincenty Witos","6796","Wincenty_Witos__pageid-6796.txt",131799
"Wiosna Ludów","80266","Wiosna_Ludów__pageid-80266.txt",19272
"Wiślanie","50186","Wiślanie__pageid-50186.txt",16433
"Władcy Polski","6635","Władcy_Polski__pageid-6635.txt",12991
"Władysław Grabski","25902","Władysław_Grabski__pageid-25902.txt",49822
"Władysław I Herman","6844","Władysław_I_Herman__pageid-6844.txt",9331
"Władysław I Łokietek","6945","Władysław_I_Łokietek__pageid-6945.txt",38240
"Władysław II Jagiełło","44913","Władysław_II_Jagiełło__pageid-44913.txt",29469
"Władysław II Wygnaniec","6638","Władysław_II_Wygnaniec__pageid-6638.txt",11800
"Władysław Raczkiewicz","48779","Władysław_Raczkiewicz__pageid-48779.txt",9997
"Władysław Sikorski","27371","Władysław_Sikorski__pageid-27371.txt",47264
"Władza wykonawcza","59462","Władza_wykonawcza__pageid-59462.txt",1237
"Wojciech Roszkowski","93495","Wojciech_Roszkowski__pageid-93495.txt",9857
"Wojciech Sławnikowic","411720","Wojciech_Sławnikowic__pageid-411720.txt",16323
"Województwo krakowskie  I Rzeczpospolita ","659408","Województwo_krakowskie__I_Rzeczpospolita___pageid-659408.txt",9115
"Wojna o sukcesję polską","314830","Wojna_o_sukcesję_polską__pageid-314830.txt",22901
"Wolna elekcja","84521","Wolna_elekcja__pageid-84521.txt",8197
"Wolne Miasto Kraków","6793","Wolne_Miasto_Kraków__pageid-6793.txt",38625
"Wrocław","44914","Wrocław__pageid-44914.txt",81295
"Wybory parlamentarne","32447","Wybory_parlamentarne__pageid-32447.txt",325
"Wybory parlamentarne w Polsce w 1935 roku","893640","Wybory_parlamentarne_w_Polsce_w_1935_roku__pageid-893640.txt",3950
"Wybory parlamentarne w Polsce w 1947 roku","942114","Wybory_parlamentarne_w_Polsce_w_1947_roku__pageid-942114.txt",8326
"Wybory parlamentarne w Polsce w 1989 roku","1307142","Wybory_parlamentarne_w_Polsce_w_1989_roku__pageid-1307142.txt",45795
"Wybory w Polsce","187503","Wybory_w_Polsce__pageid-187503.txt",7151
"Wymiar sprawiedliwości w Polsce","2195490","Wymiar_sprawiedliwości_w_Polsce__pageid-2195490.txt",27932
"Wyspa Świętej Heleny","10274","Wyspa_Świętej_Heleny__pageid-10274.txt",1786
"X1 Front Ukraiński","1136249","X1_Front_Ukraiński__pageid-1136249.txt",4583
"X1772","7908","X1772__pageid-7908.txt",5359
"X1793","7219","X1793__pageid-7219.txt",9716
"X1795","7221","X1795__pageid-7221.txt",6064
"Zakon krzyżacki","7168","Zakon_krzyżacki__pageid-7168.txt",34635
"Zamach stanu","91104","Zamach_stanu__pageid-91104.txt",2128
"Zarządzanie","52772","Zarządzanie__pageid-52772.txt",14785
"Zbrodnia katyńska","72958","Zbrodnia_katyńska__pageid-72958.txt",100328
"Zbrodnia w Wawrze","910786","Zbrodnia_w_Wawrze__pageid-910786.txt",5337
"Żelazna kurtyna","45967","Żelazna_kurtyna__pageid-45967.txt",2654
"Ziemia łęczycka","943722","Ziemia_łęczycka__pageid-943722.txt",3123
"Ziemia lubuska","80174","Ziemia_lubuska__pageid-80174.txt",12548
"Ziemie Rzeczypospolitej pod zaborami","36651","Ziemie_Rzeczypospolitej_pod_zaborami__pageid-36651.txt",40227
"Zjazd w Łęczycy","499870","Zjazd_w_Łęczycy__pageid-499870.txt",1247
"Zjednoczone Królestwo Polskie","1196749","Zjednoczone_Królestwo_Polskie__pageid-1196749.txt",27982
"Złoty","7104","Złoty__pageid-7104.txt",6354
"Złoty wiek Polski","36386","Złoty_wiek_Polski__pageid-36386.txt",4544
"Żupan  urząd ","173655","Żupan__urząd___pageid-173655.txt",2161
"Związek Socjalistycznych Republik Radzieckich","44916","Związek_Socjalistycznych_Republik_Radzieckich__pageid-44916.txt",110884
"Związek Walki Zbrojnej","83513","Związek_Walki_Zbrojnej__pageid-83513.txt",8878
"Żywot drugi św  Wojciecha","1936285","Żywot_drugi_św__Wojciecha__pageid-1936285.txt",1914
"Żywot Pięciu Braci Męczenników","1985973","Żywot_Pięciu_Braci_Męczenników__pageid-1985973.txt",3583
