museum,museumLabel,coordinates,website,image
http://www.wikidata.org/entity/Q11752856,Lapidarium UAM w Poznaniu,Point(16.9423 52.4654),http://lapidarium.xorg.pl/index.html,http://commons.wikimedia.org/wiki/Special:FilePath/Lapidarium%20Poznan%20bazalt.JPG
http://www.wikidata.org/entity/Q11766520,Makieta Dawnego Poznania,Point(16.9306 52.4085),http://www.makieta.poznan.pl/,
http://www.wikidata.org/entity/Q11771820,Mauzoleum i muzeum na Radogoszczu w Łodzi,Point(19.4388 51.8095),,http://commons.wikimedia.org/wiki/Special:FilePath/Radogoszcz%20mauzoleum.jpg
http://www.wikidata.org/entity/Q11771990,"Mazowieckie Centrum Sztuki Współczesnej ""Elektrownia""",Point(21.1498 51.3981),https://www.mcswelektrownia.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Radom%20Budynek%20dawnej%20elektrowni%20zaadaptowany%20na%20Mazowieckie%20Centrum%20Sztuki%20Wsp%C3%B3%C5%82czesnej%20Elektrownia.jpg
http://www.wikidata.org/entity/Q11780473,Mieszkanie-Pracownia Kazimiery Iłłakowiczówny,Point(16.9079 52.409),http://www.bracz.edu.pl/muzea/mieszkanie-muzeum-kazimiery-illakowiczowny/,http://commons.wikimedia.org/wiki/Special:FilePath/Pracownia%20I%C5%82akiewicz%C3%B3wny%20Gajowa%20RB1.JPG
http://www.wikidata.org/entity/Q11786890,"Muzeum ""Pana Tadeusza""",Point(17.030583 51.110417),https://muzeumpanatadeusza.ossolineum.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/KamienicaPodZlotymSloncem.jpg
http://www.wikidata.org/entity/Q11786892,Muzeum – Pracownia Literacka Arkadego Fiedlera w Puszczykowie,Point(16.8675 52.2756),http://www.fiedler.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeumfiedlera.jpg
http://www.wikidata.org/entity/Q11786893,Muzeum 2 Korpusu Zmechanizowanego w Krakowie,Point(19.955954084 50.072122328),,
http://www.wikidata.org/entity/Q11786894,Muzeum 24 Pułku Ułanów w Kraśniku,Point(22.21761 50.91974),https://zamek-lublin.pl/muzeum-regionalne-w-krasniku/,
http://www.wikidata.org/entity/Q11786895,Muzeum Afrykanistyczne w Olkuszu,Point(19.5613 50.2775),http://www.mok.olkusz.pl/index.php/muzea/29-muzeum-afrykanistyczne,http://commons.wikimedia.org/wiki/Special:FilePath/Poland%20Olkusz%20-%20african%20museum%20exibition.jpg
http://www.wikidata.org/entity/Q11786896,Muzeum Adwokatury Polskiej,Point(21.0042 52.2503),http://www.nra.pl/nra.php?id=154,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Adwokatury%20Polskiej%20w%20Warszawie.JPG
http://www.wikidata.org/entity/Q11786897,Muzeum Akademii Sztuk Pięknych w Krakowie,Point(19.94157 50.06616),https://www.asp.krakow.pl/sztuka-nauka/muzeum-asp,http://commons.wikimedia.org/wiki/Special:FilePath/AkademiaSztukPi%C4%99knychImJanaMatejki-POL%2C%20Krak%C3%B3w.jpg
http://www.wikidata.org/entity/Q11786899,Muzeum Anatomopatologiczne Collegium Medicum Uniwersytetu Jagiellońskiego,Point(19.951416 50.059218),,
http://www.wikidata.org/entity/Q11786901,Muzeum Antropologiczne Uniwersytetu Jagiellońskiego,Point(19.9199 50.0616),http://darwin.iz.uj.edu.pl/iz/anthropology/muzeum.html,
http://www.wikidata.org/entity/Q11786918,Muzeum Bambrów Poznańskich,Point(16.9401 52.405),http://www.bambrzy.poznan.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Bambr%C3%B3w%20Pozna%C5%84skich%20RB1.JPG
http://www.wikidata.org/entity/Q11786921,Muzeum Benedyktynów w Tyńcu,Point(19.8023 50.0191),http://kultura.benedyktyni.com/muzeum/,http://commons.wikimedia.org/wiki/Special:FilePath/Tyniec%20Abbey.jpg
http://www.wikidata.org/entity/Q11786922,Muzeum Barbary i Stanisława Ptaków,Point(19.0154 50.2549),,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Historii%20Katowic%20Barbary%20i%20Stanislawa%20Ptakow%20Kopernika%2011%20Katowice.jpg
http://www.wikidata.org/entity/Q11786930,Muzeum Brata Alberta w Krakowie,Point(19.9435 50.0473),http://www.albertyni.opoka.org.pl/index.html,
http://www.wikidata.org/entity/Q11786931,Muzeum Broni i Militariów w Świdnicy,Point(16.443333 50.825278),http://pttk-strzelin.pl/galeria/sudeckie/swidnica_muzeum_broni/,
http://www.wikidata.org/entity/Q11786933,Muzeum Browaru Żywiec,Point(19.1742 49.6622),http://www.muzeumbrowaru.pl/strona-glowna.html,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Muzeum%20Browaru%20%C5%BBywiec.jpg
http://www.wikidata.org/entity/Q11786937,Muzeum Bursztynu w Gdańsku,Point(18.6474 54.3498),https://muzeumgdansk.pl/oddzialy-muzeum/muzeum-bursztynu/,http://commons.wikimedia.org/wiki/Special:FilePath/Gdansk%20house%20of%20tortures%20and%20gaol%20tower.jpg
http://www.wikidata.org/entity/Q11786937,Muzeum Bursztynu w Gdańsku,Point(18.647639 54.349833),https://muzeumgdansk.pl/oddzialy-muzeum/muzeum-bursztynu/,http://commons.wikimedia.org/wiki/Special:FilePath/Gdansk%20house%20of%20tortures%20and%20gaol%20tower.jpg
http://www.wikidata.org/entity/Q11786938,Muzeum Cechu Rzemiosł Skórzanych,Point(21.0106 52.2494),http://www.cechjanakilinskiego.waw.pl/index.php?page=muzeum,http://commons.wikimedia.org/wiki/Special:FilePath/Ekspozycja%20Muzeum%20Cechu%20Rzemios%C5%82%20Sk%C3%B3rzanych%20w%20Warszawie%2004.JPG
http://www.wikidata.org/entity/Q11786939,Muzeum Ceramiki Kaszubskiej Neclów,Point(18.10032 54.32985),http://www.necel.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Chmielno%20ceramika%20kaszubska%20Necl%C3%B3w%20-%20panoramio.jpg
http://www.wikidata.org/entity/Q11786942,Muzeum Częstochowskie,Point(19.11315 50.81131),https://www.muzeumczestochowa.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/1%262DM%20Workshop%20Cz%C4%99stochowa.jpg
http://www.wikidata.org/entity/Q11786947,Muzeum Diecezjalne w Pelplinie,Point(18.7011 53.9261),http://www.muzeum.pelplin.diecezja.org/muzeum/,http://commons.wikimedia.org/wiki/Special:FilePath/Kopia%20Pelplin%20Muzeum%20Diecezjalne%20166.jpg
http://www.wikidata.org/entity/Q11786952,Muzeum Dobranocek w Rzeszowie,Point(22.0068 50.0378),http://www.muzeumdobranocek.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Teatr%20Maska%20i%20Muzeum%20Dobranocek%20w%20Rzeszowie%2001.jpg
http://www.wikidata.org/entity/Q11786953,Muzeum Drogownictwa w Szczucinie,Point(21.0724 50.301611),https://www.archiwum.gddkia.gov.pl/pl/900,http://commons.wikimedia.org/wiki/Special:FilePath/MUZEUM%20DROGOWNICTWA%20W%20SZCZUCINIE%2C%20fot.%20M.%20Klag%20%28MIK%2C%201999%29%20%283533928402%29.jpg
http://www.wikidata.org/entity/Q11786954,Muzeum Drukarstwa w Cieszynie,Point(18.6287 49.75),http://www.muzeumdrukarstwa.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/POL%20Cieszyn%20G%C5%82%C4%99boka%2050%20-%20Muzeum%20Drukarstwa.jpg
http://www.wikidata.org/entity/Q11786955,Muzeum Dwory Karwacjanów i Gładyszów w Gorlicach,Point(21.1592 49.6586),http://www.muzeum.gorlice.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Gorlice%2C%20Dw%C3%B3r%20Karwacjan%C3%B3w%20%28BWA%29.jpg
http://www.wikidata.org/entity/Q11786956,Muzeum Dworu Polskiego w Pilaszkowie,Point(20.694058 52.231046),,http://commons.wikimedia.org/wiki/Special:FilePath/Dw%C3%B3r%20Pilaszk%C3%B3w%201.JPG
http://www.wikidata.org/entity/Q11786956,Muzeum Dworu Polskiego w Pilaszkowie,Point(20.6944 52.231),,http://commons.wikimedia.org/wiki/Special:FilePath/Dw%C3%B3r%20Pilaszk%C3%B3w%201.JPG
http://www.wikidata.org/entity/Q11786956,Muzeum Dworu Polskiego w Pilaszkowie,Point(20.694058 52.231046),,http://commons.wikimedia.org/wiki/Special:FilePath/Dw%C3%B3r%20Pilaszk%C3%B3w%202.JPG
http://www.wikidata.org/entity/Q11786956,Muzeum Dworu Polskiego w Pilaszkowie,Point(20.6944 52.231),,http://commons.wikimedia.org/wiki/Special:FilePath/Dw%C3%B3r%20Pilaszk%C3%B3w%202.JPG
http://www.wikidata.org/entity/Q11786957,Muzeum Dyplomacji i Uchodźstwa Polskiego w Bydgoszczy,Point(18.0192 53.1264),http://www.muzeum.ukw.edu.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Dyplomacji%20Bydgoszcz.jpg
http://www.wikidata.org/entity/Q11786958,Galeria Dzwonków,Point(18.566380555 49.946830555),,http://commons.wikimedia.org/wiki/Special:FilePath/Jastrz%C4%99bie-Zdr%C3%B3j%201%20Maja%2061%202020.jpg
http://www.wikidata.org/entity/Q11786959,Muzeum Energetyki w Łaziskach Górnych,Point(18.8425 50.1325),http://www.muzeumenergetyki.laziska.pl,http://commons.wikimedia.org/wiki/Special:FilePath/%C5%81aziska%20G%C3%B3rne%20Muzeum%20Energetyki%202021.jpg
http://www.wikidata.org/entity/Q11786964,Muzeum Fabryki w Łodzi,Point(19.447872222 51.780841666),https://muzeumfabryki.com.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Manufaktura%20Muzeum%20Fabryki%202%20%C5%81%C3%B3d%C5%BA.JPG
http://www.wikidata.org/entity/Q11786965,Muzeum Farmacji Collegium Medicum Uniwersytetu Jagiellońskiego,Point(19.94027778 50.06305556),http://www.muzeumfarmacji.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Krak%C3%B3w%20Muzeum%20Farmacji%20CMUJ.JPG
http://www.wikidata.org/entity/Q11786966,Muzeum Farmacji Uniwersytetu Medycznego we Wrocławiu,Point(17.0339 51.1094),http://www.muzeumfarmacji.umed.wroc.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/599042%20Wroc%C5%82aw%20muz.%20Farmacji-apteka%2001.JPG
http://www.wikidata.org/entity/Q11786967,Muzeum Farmacji Wielkopolskiej Okręgowej Izby Aptekarskiej w Poznaniu,Point(16.9293 52.4075),http://www.woia.pl/page/103/muzeum-farmacji.html,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Farmacji%20w%20Poznaniu%20-%20stycze%C5%84%202018%20-%2042.jpg
http://www.wikidata.org/entity/Q11786968,Muzeum Farmacji w Bydgoszczy,Point(18.0025 53.1247),http://www.aptekapodlabedziem.pl/top2.php?id=1,http://commons.wikimedia.org/wiki/Special:FilePath/Bdg%20Gda%C5%84ska%205%20ca%C5%82a.jpg
http://www.wikidata.org/entity/Q11786969,Muzeum Filumenistyczne w Bystrzycy Kłodzkiej,Point(16.6536 50.2972),http://www.muzeum-filumenistyczne.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/2015%20Muzeum%20Filumenistyczne%20w%20Bystrzycy%20K%C5%82odzkiej%2001.JPG
http://www.wikidata.org/entity/Q11786970,Muzeum Figur Chrystusa Frasobliwego w Jeżowem,Point(22.1576 50.3735),http://www.muzeum.jezowe24.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Chrystusa%20Frasobliwego%20w%20Je%C5%BCowem.jpg
http://www.wikidata.org/entity/Q11786971,Muzeum Fortyfikacji Pancernej Twierdzy Toruń,Point(18.5806 52.9867),http://www.torun.fortyfikacje.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Bateria%20eksperymentalna.JPG
http://www.wikidata.org/entity/Q11786974,Muzeum Garnizonu Ostrowskiego,Point(17.81107 51.64153),,
http://www.wikidata.org/entity/Q11786975,Muzeum Gazownictwa (Górowo Iławeckie),Point(20.487111 54.285778),,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%B3rowo%20I%C5%82aweckie%2C%20gazownia%2002.jpg
http://www.wikidata.org/entity/Q11786976,Muzeum Gazownictwa w Paczkowie,Point(17.0044 50.4653),https://muzeumgazownictwa.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Zbiornik%20muzeum%20gazownictwa%20w%20paczkowie.JPG
http://www.wikidata.org/entity/Q11786977,Muzeum Gdańskiego Sportu i Turystyki,Point(18.650767 54.352514),http://www.mhmg.gda.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Gda%C5%84sk%20Baszta%20na%20Podmurzu%20%28dawne%20Muzeum%20Gda%C5%84skiego%20Sportu%20i%20Turystyki%29.JPG
http://www.wikidata.org/entity/Q11786987,Muzeum Górnośląskie w Bytomiu,Point(18.92579 50.34907),http://muzeum.bytom.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Bytom%20-%20Muzeum%20G%C3%B3rno%C5%9Bl%C4%85skie%2002.jpg
http://www.wikidata.org/entity/Q11786988,Muzeum Haliny Poświatowskiej,Point(19.1156 50.8148),http://www.poswiatowska.muzeumczestochowa.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Haliny%20Poswiatowskiej.jpg
http://www.wikidata.org/entity/Q11786989,Muzeum Harcerskie im. Olgi i Andrzeja Małkowskich w Zakopanem,Point(19.948528 49.291167),,
http://www.wikidata.org/entity/Q11786993,Muzeum Historii AGH i Historii Techniki,Point(19.9224 50.066),http://www.oht.agh.edu.pl/,
http://www.wikidata.org/entity/Q11787001,Muzeum Historii Przemysłu w Opatówku,Point(18.214 51.7384),http://www.muzeum.opatowek.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Opatowek.jpg
http://www.wikidata.org/entity/Q11787006,Muzeum Historyczne – Pałac w Dukli,Point(21.684527777 49.556944444),http://www.muzeumdukla.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Pa%C5%82ac%20w%20Dukli.JPG
http://www.wikidata.org/entity/Q11787012,Muzeum Historyczno-Misyjne Zgromadzenia Księży Misjonarzy w Krakowie,Point(19.9397 50.0538),http://www.muzeum.misjonarze.pl/,
http://www.wikidata.org/entity/Q11787013,Muzeum Historyczno-Etnograficzne w Chojnicach,Point(17.559278 53.695333),http://chojnicemuzeum.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Brama%20Czluchowska%20w%20Chojnicach-przod.JPG
http://www.wikidata.org/entity/Q11787014,Muzeum Hymnu Narodowego w Będominie,Point(18.11997 54.12957),,http://commons.wikimedia.org/wiki/Special:FilePath/Bedomin%20Muzeum%20Hymnu%20Narodowego%20P02%20Jozef%20Wybicki%20Manor.jpg
http://www.wikidata.org/entity/Q11787015,Muzeum Ikon w Supraślu,Point(23.3379 53.2111),"http://muzeum.bialystok.pl/s,muzeum-ikon-w-supraslu,38.html",http://commons.wikimedia.org/wiki/Special:FilePath/Pa%C5%82ac%20Archimandryt%C3%B3w%2001.jpg
http://www.wikidata.org/entity/Q11787016,Muzeum Ikon w Warszawie,Point(20.975166666 52.216638888),http://muzeum-ikon.weebly.com/,http://commons.wikimedia.org/wiki/Special:FilePath/Kaplica%20%C5%9Bw.%20Grzegorza%20Peradze%20Warszawa.JPG
http://www.wikidata.org/entity/Q11787018,Muzeum Instytutu Tarnogórskiego,Point(18.856639 50.441861),,http://commons.wikimedia.org/wiki/Special:FilePath/IT%20Tarnowskie%20G%C3%B3ry%20-%20Instytut%20Tarnog%C3%B3rski.JPG
http://www.wikidata.org/entity/Q11787021,Muzeum Jana Kochanowskiego w Czarnolesie,Point(21.7104 51.4309),http://cyfrowyczarnolas.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Poland%20Czarnolas%20-%20Kochanowski%27s%20Museum.jpg
http://www.wikidata.org/entity/Q11787024,Muzeum Kamienica Orsettich w Jarosławiu,Point(22.6838 50.0182),https://www.muzeum-jaroslaw.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Kamienica%20Orsettich%20-%20Jaroslaw.jpg
http://www.wikidata.org/entity/Q11787026,Muzeum Kanału Bydgoskiego,Point(17.9761 53.1283),http://www.muzeumkanalu.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/MuzeumKanaluBydgoskiego%20mak2%205-2016.jpg
http://www.wikidata.org/entity/Q11787027,Muzeum Kanału „Dętka”,Point(19.4546 51.777),https://muzeum-lodz.pl/siedziby/muzem-kanalu-detka/,http://commons.wikimedia.org/wiki/Special:FilePath/%C5%81%C3%B3d%C5%BA%20fotowarsztaty%20D%C4%99tka%20wn%C4%99trze%2002.05.10%20p.jpg
http://www.wikidata.org/entity/Q11787027,Muzeum Kanału „Dętka”,Point(19.4546 51.777),https://muzeum-lodz.pl/siedziby/muzem-kanalu-detka/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Kana%C5%82u%20D%C4%99tka%20-%20wej%C5%9Bcie.JPG
http://www.wikidata.org/entity/Q11787028,Muzeum Kargula i Pawlaka,Point(15.5101 51.013),http://www.sami-swoi.com.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Lubomierz%20muzeum%20Kargula%20i%20Pawlaka.jpg
http://www.wikidata.org/entity/Q11787029,Muzeum Katedry Anatomii Collegium Medicum Uniwersytetu Jagiellońskiego,Point(19.9459505 50.0617966),https://katedra-anatomii.cm-uj.krakow.pl/o-katedrze/muzeum-katedry/,
http://www.wikidata.org/entity/Q11787030,Muzeum Kazimierza Pułaskiego w Warce,Point(21.20447 51.78851),https://www.muzeumpulaski.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Kazimierz%20Pulaski%20museum%20statue.jpg
http://www.wikidata.org/entity/Q11787031,Muzeum Klasztorne oo. Cystersów w Szczyrzycu,Point(20.1877 49.7838),https://www.szczyrzyc.cystersi.pl/muzeum.php,http://commons.wikimedia.org/wiki/Special:FilePath/Szczyrzyc%20monastery%20-%2016.JPG
http://www.wikidata.org/entity/Q11787039,Muzeum Komunikacji Miejskiej w Poznaniu,Point(16.8928 52.3877),,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20MPK%20w%20Poznaniu%20-%20wejscie.jpg
http://www.wikidata.org/entity/Q11787040,Muzeum Komunikacji Miejskiej w Łodzi,Point(19.4786 51.7718),http://www.muzeum.mpk.lodz.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Komunikacji%20Miejskiej%20Lodz.jpg
http://www.wikidata.org/entity/Q11787041,Muzeum Kowalstwa w Wojciechowie,Point(22.2425 51.2364),,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20kowalstwa%20w%20Wojciechowie.jpg
http://www.wikidata.org/entity/Q11787042,Muzeum Kościuszkowskie w Krakowie,Point(19.8945 50.0549),http://www.kopieckosciuszki.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Kopieckosciuszki.jpg
http://www.wikidata.org/entity/Q11787043,Muzeum Kryminalistyki w Gdańsku,Point(18.5732 54.3976),http://muzeum.prawo.ug.edu.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Kryminalistyki%20w%20Gda%C5%84sku.JPG
http://www.wikidata.org/entity/Q11787044,Muzeum Książąt Lubomirskich we Wrocławiu,Point(17.0366 51.1139),http://www2.oss.wroc.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Ossolineum%20we%20Wroc%C5%82awiu%20001.JPG
http://www.wikidata.org/entity/Q11787045,"Muzeum Kultury Materialnej ""Baćkauszczyna"" w Rybołach",Point(23.2646 52.9355),,http://commons.wikimedia.org/wiki/Special:FilePath/Podlaskie%20-%20Zab%C5%82ud%C3%B3w%20-%20Rybo%C5%82y%20-%20Muzeum%20Ba%C4%87kauszczyna%20-%20Budynek%20-%20Front.JPG
http://www.wikidata.org/entity/Q11787046,Muzeum Kultury Ludowej w Osieku nad Notecią,Point(17.3018 53.1214),http://www.muzeum.pila.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Osiek%20n%20Notecia%20skansen.JPG
http://www.wikidata.org/entity/Q11787047,Muzeum w Tykocinie,Point(22.76722 53.20669),http://muzeum.bialystok.pl/muzeum-w-tykocinie/,http://commons.wikimedia.org/wiki/Special:FilePath/Wielka%20Synagoga.jpg
http://www.wikidata.org/entity/Q11787047,Muzeum w Tykocinie,Point(22.76722 53.20669),http://muzeum.bialystok.pl/muzeum-w-tykocinie/,http://commons.wikimedia.org/wiki/Special:FilePath/SM%20Tykocin%20Kozia%202%20Dom%20Talmudyczny%202020%20%280%29.jpg
http://www.wikidata.org/entity/Q11787048,Muzeum Lachów Sądeckich,Point(20.5941 49.5761),http://www.biblioteka.podegrodzie.net/,http://commons.wikimedia.org/wiki/Special:FilePath/Wystawa%20stroj%C3%B3w%20Podegrodzkich%20w%20Muzeum%20Lach%C3%B3w%20S%C4%85deckich.jpg
http://www.wikidata.org/entity/Q11787051,Muzeum Lenina w Poroninie,Point(20.006388888 49.344444444),,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Lenina%20w%20Poroninie%20Popiersie%20J%C3%B3zefa%20Stalina.jpg
http://www.wikidata.org/entity/Q11787055,Muzeum Lubuskie im. Jana Dekerta w Gorzowie Wielkopolskim,Point(15.2498 52.7342),http://www.muzeumlubuskie.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Gorzow%20Wielkopolski%20Lubusz%20Museum%202019%20P03.jpg
http://www.wikidata.org/entity/Q11787056,Muzeum Ludowe Rodziny Brzozowskich,Point(20.043944 52.150556),https://www.muzeumludowe.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20w%20Sromowie.JPG
http://www.wikidata.org/entity/Q11787059,Muzeum Martyrologii Wielkopolan,Point(16.8686 52.417),http://www.wmn.poznan.pl/odwiedz-nas/muzeum-martyrologii-wielkopolan-fort-vii/,http://commons.wikimedia.org/wiki/Special:FilePath/Fort%20VII%20Pozna%C5%84%20RB6.JPG
http://www.wikidata.org/entity/Q11787062,Muzeum Mazowsza Zachodniego w Żyrardowie,Point(20.433 52.0569),http://www.muzeumzyrardow.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/%C5%BByrard%C3%B3w%2C%20zesp%C3%B3%C5%82%20pa%C5%82acowy%20Dittricha%2C%20ul.%20Dittricha%201.jpg
http://www.wikidata.org/entity/Q11787063,Muzeum Mazowieckie w Płocku,Point(19.6902 52.5435),https://muzeumplock.eu/,http://commons.wikimedia.org/wiki/Special:FilePath/POL%20P%C5%82ock%2C%20Muzeum%20Mazowieckie.jpg
http://www.wikidata.org/entity/Q11787065,Muzeum Mazurskie w Szczytnie,Point(20.9902 53.5663),https://szczytno.muzeum.olsztyn.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Szczytno%20-%20ratusz%20%2801%29.jpg
http://www.wikidata.org/entity/Q11787066,Muzeum Małachowianki w Płocku,Point(19.687064 52.543386),"http://www.malachowianka.plock.org.pl/strona,37/",
http://www.wikidata.org/entity/Q11787272,Muzeum Ziemi Grodziskiej,Point(16.3632 52.2232),http://muzeum.webstudio4u.com/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Ziemi%20Grodziskiej.jpg
http://www.wikidata.org/entity/Q11787273,Muzeum Ziemi Koszyckiej,Point(20.57763 50.166694),http://www.koszyce.gmina.pl/index.php?option=com_content&view=article&id=99&Itemid=154&lang=pl/,http://commons.wikimedia.org/wiki/Special:FilePath/FrontSynagogiKoszyce.jpg
http://www.wikidata.org/entity/Q11787274,Muzeum Ziemi Kępińskiej,Point(17.9903 51.2776),http://www.muzeumkepno.pl/,
http://www.wikidata.org/entity/Q11787276,Muzeum Ziemi Leżajskiej,Point(22.4229 50.2551),http://www.muzeum-lezajsk.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Ziemi%20Lezajskiej%20-%20Lezajsk.jpg
