museum,museumLabel,coordinates,website,image
http://www.wikidata.org/entity/Q1582462,Muzeum Niepodległości w Warszawie,Point(21.00416667 52.24527778),https://muzeum-niepodleglosci.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Palac%20Przebendowskich.JPG
http://www.wikidata.org/entity/Q1667897,Zamek książąt Sułkowskich,Point(19.045083 49.822436),http://muzeum.bielsko.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Su%C5%82kowski%20Castle%2C%20Bielsko-Bia%C5%82a%203.jpg
http://www.wikidata.org/entity/Q2565594,Zachodniopruskie Muzeum Prowincjonalne w Gdańsku,Point(18.65573 54.34793),,http://commons.wikimedia.org/wiki/Special:FilePath/Gda%C5%84sk%20Zielona%20Brama.jpg
http://www.wikidata.org/entity/Q2913484,Cerkiew greckokatolicka Świętych Kosmy i Damiana w Bartnem,Point(21.332944444 49.564666666),,http://commons.wikimedia.org/wiki/Special:FilePath/Bartne%2C%20cerkiew.jpg
http://www.wikidata.org/entity/Q3501614,Muzeum Wsi Słowińskiej,Point(17.33346 54.68232),http://www.muzeumkluki.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/PL-Kluki01.JPG
http://www.wikidata.org/entity/Q3502453,Synagoga Stara w Krakowie,Point(19.948572 50.051392),https://muzeumkrakowa.pl/en/branches/old-synagogue,http://commons.wikimedia.org/wiki/Special:FilePath/Krakow%20Synagoga%20Stara%2020070920%20xxyy.jpg
http://www.wikidata.org/entity/Q3502453,Synagoga Stara w Krakowie,Point(19.948572 50.051392),https://muzeumkrakowa.pl/oddzialy/stara-synagoga,http://commons.wikimedia.org/wiki/Special:FilePath/Krakow%20Synagoga%20Stara%2020070920%20xxyy.jpg
http://www.wikidata.org/entity/Q3774116,Świątynia Sybilli w Puławach,Point(21.962777777 51.410555555),,http://commons.wikimedia.org/wiki/Special:FilePath/Pulawy%20swiatynia%20sybilli.jpg
http://www.wikidata.org/entity/Q3893223,Muzeum Azji i Pacyfiku w Warszawie,Point(21.03722222 52.23305556),http://www.muzeumazji.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/PL%20Warsaw%2024%20Solec%20Street%20Asia%20and%20Pacific%20Museum%20Entrance.JPG
http://www.wikidata.org/entity/Q4204514,Muzeum Historyczne Miasta Tarnobrzega,Point(21.6836 50.5858),http://www.mhmt.pl,http://commons.wikimedia.org/wiki/Special:FilePath/2014%20Tarnobrzeg%2C%20Zamek%20Tarnowskich%2002.JPG
http://www.wikidata.org/entity/Q4306512,Muzeum Wiedzy o Środowisku w Poznaniu,Point(16.9056 52.4075),http://www.isrl.poznan.pl/pl/muzeum-wiedzy-o-srodowisku,http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Nature%20Poznan.JPG
http://www.wikidata.org/entity/Q5420576,Podziemia Rynku w Krakowie,Point(19.9382 50.062),http://www.mhk.pl/branches/rynek-underground,http://commons.wikimedia.org/wiki/Special:FilePath/Rynek%20Underground%2C%202010.jpg
http://www.wikidata.org/entity/Q5885537,Dom Rodzinny Ojca Świętego Jana Pawła II w Wadowicach,Point(19.4938 49.8833),http://www.wadowice.com/viewpage.php?page_id=5,http://commons.wikimedia.org/wiki/Special:FilePath/Dom%20Rodzinny%20Ojca%20%C5%9Awi%C4%99tego%20Jana%20Paw%C5%82a%20II%20w%20Wadowicach3.JPG
http://www.wikidata.org/entity/Q4574844,Biała Fabryka Geyera,Point(19.4623 51.7455),http://www.muzeumwlokiennictwa.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Bia%C5%82a%20Fabryka%20w%20%C5%81odzi.jpg
http://www.wikidata.org/entity/Q4779190,Mieszkanie Stefana Żeromskiego na Zamku Królewskim w Warszawie,Point(21.01416667 52.24777778),,http://commons.wikimedia.org/wiki/Special:FilePath/Mieszkanie%20Stefana%20%C5%BBeromskiego%20Zamek%20Kr%C3%B3lewski%20w%20Warszawie%2003.JPG
http://www.wikidata.org/entity/Q4801420,Muzeum Pomorza Środkowego w Słupsku,Point(17.0343 54.4639),http://www.muzeum.slupsk.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/S%C5%82upsk%20M%C5%82yn%20Richtera%20DSC%201869.jpg
http://www.wikidata.org/entity/Q4801420,Muzeum Pomorza Środkowego w Słupsku,Point(17.035892777 54.465551111),http://www.muzeum.slupsk.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/S%C5%82upsk%20M%C5%82yn%20Richtera%20DSC%201869.jpg
http://www.wikidata.org/entity/Q4801420,Muzeum Pomorza Środkowego w Słupsku,Point(17.0343 54.4639),http://www.muzeum.slupsk.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Zamek%20ksiazat%20Pomorskich%20w%20Slupsku%20IMG%204148.jpg
http://www.wikidata.org/entity/Q4801420,Muzeum Pomorza Środkowego w Słupsku,Point(17.035892777 54.465551111),http://www.muzeum.slupsk.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Zamek%20ksiazat%20Pomorskich%20w%20Slupsku%20IMG%204148.jpg
http://www.wikidata.org/entity/Q4845391,Muzeum Sztuki Medalierskiej we Wrocławiu,Point(17.0289 51.1074),http://www.muzeum.miejskie.wroclaw.pl/CMS/muzeum_sztuki_medalierskiej/muzeum_sztuki_medalierskiej.html,http://commons.wikimedia.org/wiki/Special:FilePath/Prussian%20royal%20castle-dziedziniec.jpg
http://www.wikidata.org/entity/Q4917089,Dom Urodzenia Fryderyka Chopina,Point(20.31527778 52.25527778),http://www.chopin.museum/pl,http://commons.wikimedia.org/wiki/Special:FilePath/Poland%20Zelazowa%20Wola.jpg
http://www.wikidata.org/entity/Q4978405,Muzeum Ziemi Puckiej im. Floriana Ceynowy w Pucku,Point(18.41103056 54.72103611),http://muzeumpuck.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Puck%20Stary%20Rynek%2028%202022.jpg
http://www.wikidata.org/entity/Q4978405,Muzeum Ziemi Puckiej im. Floriana Ceynowy w Pucku,Point(18.400328888 54.796606111),http://muzeumpuck.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Puck%20Stary%20Rynek%2028%202022.jpg
http://www.wikidata.org/entity/Q5015814,Nadwiślański Park Etnograficzny,Point(19.4403 50.0764),http://www.mnpe.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Wygielzow%20museum4.JPG
http://www.wikidata.org/entity/Q5061472,Centralne Muzeum Włókiennictwa,Point(19.46164 51.74521),http://www.muzeumwlokiennictwa.pl/?lang=en,http://commons.wikimedia.org/wiki/Special:FilePath/Bia%C5%82a%20Fabryka%20w%20%C5%81odzi.jpg
http://www.wikidata.org/entity/Q5101454,Apteka Pod Orłem w Krakowie,Point(19.9543 50.0462),https://muzeumkrakowa.pl/en/branches/eagle-pharmacy,http://commons.wikimedia.org/wiki/Special:FilePath/Pharmacy%20Pod%20Orlem%20%28under%20the%20Eagle%29%2C%2018%20Bohaterow%20Getta%20%28Ghetto%20Heroes%29%20square%2C%20Podg%C3%B3rze%2C%20Krakow%2C%20Poland.jpg
http://www.wikidata.org/entity/Q5101454,Apteka Pod Orłem w Krakowie,Point(19.9543 50.0462),https://muzeumkrakowa.pl/oddzialy/apteka-pod-orlem,http://commons.wikimedia.org/wiki/Special:FilePath/Pharmacy%20Pod%20Orlem%20%28under%20the%20Eagle%29%2C%2018%20Bohaterow%20Getta%20%28Ghetto%20Heroes%29%20square%2C%20Podg%C3%B3rze%2C%20Krakow%2C%20Poland.jpg
http://www.wikidata.org/entity/Q5101500,Muzeum Krakowa,Point(19.936496 50.0627747),https://www.muzeumkrakowa.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Krzysztofory.jpg
http://www.wikidata.org/entity/Q5101529,Dom Zwierzyniecki,Point(19.9089 50.055),https://muzeumkrakowa.pl/en/branches/zwierzyniec-house,http://commons.wikimedia.org/wiki/Special:FilePath/Zwierzyniecki%20Salon%20Artystyczny.jpg
http://www.wikidata.org/entity/Q5101529,Dom Zwierzyniecki,Point(19.9089 50.055),https://muzeumkrakowa.pl/oddzialy/dom-zwierzyniecki,http://commons.wikimedia.org/wiki/Special:FilePath/Zwierzyniecki%20Salon%20Artystyczny.jpg
http://www.wikidata.org/entity/Q5104833,Salonik Chopinów w Warszawie,Point(21.015 52.2395),,http://commons.wikimedia.org/wiki/Special:FilePath/Warszawa%20pa%C5%82ac%20Czapskich%202009.jpg
http://www.wikidata.org/entity/Q10956676,Muzeum Zachodniokaszubskie w Bytowie,Point(17.49157 54.16883),http://muzeumbytow.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Byt%C3%B3w%20MZK%20fragment%20ekspozycji%202%20pl.jpg
http://www.wikidata.org/entity/Q10968002,Oddział Etnografii - Spichlerz Opacki,Point(18.5592 54.4116),http://mng.gda.pl/oddzialy/oddzial-etnografii/,http://commons.wikimedia.org/wiki/Special:FilePath/Gda%C5%84sk%20Oliwa%20%E2%80%93%20Spichlerz%20Opacki.JPG
http://www.wikidata.org/entity/Q10975625,Muzeum Piśmiennictwa i Muzyki Kaszubsko-Pomorskiej w Wejherowie,Point(18.239 54.5988),,http://commons.wikimedia.org/wiki/Special:FilePath/Wejherowo%20palac.jpg
http://www.wikidata.org/entity/Q10981619,Muzeum Kaszubskie im. Franciszka Tredera w Kartuzach,Point(18.20418 54.32942),https://www.muzeum-kaszubskie.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Kaszubskie%2CKaschubisches%20Museum%20Kartuzy.jpg
http://www.wikidata.org/entity/Q11114057,Muzeum Rolnictwa im. ks. Krzysztofa Kluka w Ciechanowcu,Point(22.499156 52.681329),http://www.muzeumrolnictwa.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Rolnictwa%20w%20Ciechanowcu%201.jpg
http://www.wikidata.org/entity/Q11149666,Muzeum Hansa Klossa w Katowicach,Point(19.0113 50.2604),,http://commons.wikimedia.org/wiki/Special:FilePath/Budynek%20Muzeum%20Hansa%20Klossa%20w%20Katowicach.jpg
http://www.wikidata.org/entity/Q11787077,Muzeum Miejskie w Zabrzu,Point(18.78611 50.30336),http://www.muzeum-miejskie-zabrze.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Miejskie%20w%20Zabrzu%20%28Nemo5576%29.jpg
http://www.wikidata.org/entity/Q11787080,Muzeum Mineralogiczne im. Kazimierza Maślankiewicza we Wrocławiu,Point(17.0289 51.1162),http://www.muzmin.ing.uni.wroc.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Agat%2C%20wroc%C5%82aw.jpg
http://www.wikidata.org/entity/Q11787271,Muzeum Ziemi Czarnkowskiej,Point(16.5647 52.9014),http://muzeumczarnkow.blox.pl/html,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20czarnkow.JPG
http://www.wikidata.org/entity/Q6537440,Muzeum Utracone,Point(21.0083 52.2322),http://muzeumutracone.pl/,
http://www.wikidata.org/entity/Q6568743,Muzeum Orderu Uśmiechu,Point(19.9482 49.6086),http://www.orderusmiechu.pl/?q=muzeum,http://commons.wikimedia.org/wiki/Special:FilePath/Rabkoland3.JPG
http://www.wikidata.org/entity/Q6619380,Muzeum Tatrzańskie im. dra Tytusa Chałubińskiego w Zakopanem,Point(19.9499 49.2948),https://muzeumtatrzanskie.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Tatrza%C5%84skie%20Zakopane.jpg
http://www.wikidata.org/entity/Q6695405,Muzeum Narodowe w Lublinie,Point(22.57173 51.25053),http://www.muzeumlubelskie.pl,http://commons.wikimedia.org/wiki/Special:FilePath/ZamekLubelski1.jpg
http://www.wikidata.org/entity/Q6940705,Muzeum i Instytut Zoologii Polskiej Akademii Nauk,Point(21.00916667 52.22361111),http://www.miiz.waw.pl/en/,http://commons.wikimedia.org/wiki/Special:FilePath/Miiz%20pan.jpg
http://www.wikidata.org/entity/Q6940904,Muzeum Ubezpieczeń w Krakowie,Point(19.9337804 50.0644328),http://www.pzu.pl/grupa-pzu/o-grupie/muzeum-ubezpieczen,http://commons.wikimedia.org/wiki/Special:FilePath/Insurance%20Museum%20building.jpg
http://www.wikidata.org/entity/Q6940963,Muzeum Przyrodnicze we Wrocławiu,Point(17.04638889 51.11694444),http://www.muzeum-przyrodnicze.uni.wroc.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Wroc%C5%82aw%20Sienkiewicza%2021%20sm.jpg
http://www.wikidata.org/entity/Q6940963,Muzeum Przyrodnicze we Wrocławiu,Point(17.04638889 51.11694444),http://www.muzeum-przyrodnicze.uni.wroc.pl/eng,http://commons.wikimedia.org/wiki/Special:FilePath/Wroc%C5%82aw%20Sienkiewicza%2021%20sm.jpg
http://www.wikidata.org/entity/Q6940983,Muzeum PRL-u w Nowej Hucie,Point(20.04111111 50.06972222),http://www.mprl.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Former%20%C5%9Awiatowid%20Cinema%2C%201%20osiedle%20Centrum%20E%2C%20Nowa%20Huta%2C%20Krakow%2C%20Poland.jpg
http://www.wikidata.org/entity/Q6941021,Muzeum Harcerstwa w Warszawie,Point(21.02611111 52.22833333),http://www.muzeumharcerstwa.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Budynek%20YMCA%20ul.%20Konopnickiej%20w%20Warszawie%202020.jpg
http://www.wikidata.org/entity/Q6941074,Muzeum Zamku i Szpitala Wojskowego na Ujazdowie,Point(21.0375 52.21944444),http://www.zamekujazdowski.art.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Zamku%20i%20Szpitala%20Wojskowego%20na%20Ujazdowie%2020080803%2001.jpg
http://www.wikidata.org/entity/Q6944404,Muzeum Czynu Niepodległościowego,Point(19.92083333 50.06055556),,http://commons.wikimedia.org/wiki/Special:FilePath/Oleandry-J.%20Pilsudski%20House%2C%207%203Maja%20Av.%20Krakow%2CPoland.jpg
http://www.wikidata.org/entity/Q6944417,Muzeum Inżynierii Miejskiej w Krakowie,Point(19.946964 50.049477),https://www.mimk.com.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Krakow%20EngineeringMuseum%208164.jpg
http://www.wikidata.org/entity/Q6944418,Muzeum Katedralne im. Jana Pawła II na Wawelu,Point(19.93472222 50.05472222),https://diecezja.pl/muzea-archidiecezji/muzeum-katedralne-na-wawelu/,http://commons.wikimedia.org/wiki/Special:FilePath/Krakow%20WawelMuseum%20A21.jpg
http://www.wikidata.org/entity/Q6944425,Muzeum Przemysłu Artystycznego w Krakowie,Point(19.931316483 50.059330179),,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Techniczno-Przemys%C5%82owe%2C%20Krak%C3%B3w%2003.JPG
http://www.wikidata.org/entity/Q6944428,Muzeum Uniwersytetu Ekonomicznego w Krakowie,Point(19.95386 50.06849),https://uek.krakow.pl/uniwersytet/struktura/muzeum-uek,
http://www.wikidata.org/entity/Q6944430,Muzeum Witrażu w Krakowie,Point(19.92555556 50.05888889),https://muzeumwitrazu.pl/language/pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20of%20stained%20glass%2C%20Krak%C3%B3w.JPG
http://www.wikidata.org/entity/Q6944433,Muzeum Ziemi Bieckiej w Bieczu,Point(21.247352 49.731191),http://www.muzeum.biecz.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/DomZBaszt%C4%85-POL%2C%20Biecz.JPG
http://www.wikidata.org/entity/Q6944434,Muzeum Śląska Cieszyńskiego,Point(18.6339 49.7479),http://www.muzeumcieszyn.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20SC%203662%200%201.jpg
http://www.wikidata.org/entity/Q6966290,Muzeum Kolei Wąskotorowej w Sochaczewie,Point(20.23722222 52.21722222),http://www.mkw.e-sochaczew.pl,http://commons.wikimedia.org/wiki/Special:FilePath/WK15%20Sochaczew%20W%C4%85sk.%20muzeum%20%283%29%20Lichen99.jpg
http://www.wikidata.org/entity/Q7219747,Orawski Park Etnograficzny w Zubrzycy Górnej,Point(19.6394 49.5664),http://www.orawa.eu/,http://commons.wikimedia.org/wiki/Special:FilePath/Orawski%20Park%20Etnograficzny1.JPG
http://www.wikidata.org/entity/Q7219747,Orawski Park Etnograficzny w Zubrzycy Górnej,Point(19.6394 49.5664),http://www.orawa.eu/,http://commons.wikimedia.org/wiki/Special:FilePath/Orawski%20Park%20Etnograficzny2.JPG
http://www.wikidata.org/entity/Q7227420,Ulica Pomorska,Point(19.9249 50.0705),https://muzeumkrakowa.pl/oddzialy/ulica-pomorska,http://commons.wikimedia.org/wiki/Special:FilePath/Dom%20%C5%9Al%C4%85ski.jpg
http://www.wikidata.org/entity/Q7227420,Ulica Pomorska,Point(19.9248 50.07077),https://muzeumkrakowa.pl/oddzialy/ulica-pomorska,http://commons.wikimedia.org/wiki/Special:FilePath/Dom%20%C5%9Al%C4%85ski.jpg
http://www.wikidata.org/entity/Q7253676,Państwowe Muzeum im. Przypkowskich w Jędrzejowie,Point(20.30416667 50.63888889),http://www.muzeum.jedrzejow.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Jedrzejow%2020060722%201115.jpg
http://www.wikidata.org/entity/Q11787264,Muzeum Zagłębia w Będzinie,Point(19.129013553 50.327837741),,http://commons.wikimedia.org/wiki/Special:FilePath/B%C4%99dzien%2C%20Pa%C5%82ac%20Mieroszewskich.jpg
http://www.wikidata.org/entity/Q11787265,Muzeum Zalewu Wiślanego,Point(19.23679 54.3411),https://nmm.pl/en/vistula-lagoon-museum/,http://commons.wikimedia.org/wiki/Special:FilePath/Katy%20Rybackie%201%20IMG%202808.jpg
http://www.wikidata.org/entity/Q11787265,Muzeum Zalewu Wiślanego,Point(19.23679 54.3411),https://nmm.pl/muzeum-zalewu-wislanego/,http://commons.wikimedia.org/wiki/Special:FilePath/Katy%20Rybackie%201%20IMG%202808.jpg
http://www.wikidata.org/entity/Q11787267,Muzeum Zamek Opalińskich,Point(16.0845 52.6514),http://www.muzeum-sierakow.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Zamek%20sierakow.JPG
http://www.wikidata.org/entity/Q11787268,Muzeum Zegarów Wieżowych,Point(18.6502 54.3544),http://www.mhmg.gda.pl/index.php?oddzial=5,http://commons.wikimedia.org/wiki/Special:FilePath/2036vik%20Gda%C5%84sk.%20Ko%C5%9Bci%C3%B3%C5%82%20%C5%9Bw.%20Katarzyny.%20Muzeum%20Dzwon%C3%B3w.%20Foto%20Barbara%20Maliszewska.jpg
http://www.wikidata.org/entity/Q11787269,Muzeum Ziemi Choszczeńskiej,Point(15.4341493 53.169149345),,
http://www.wikidata.org/entity/Q11787067,Muzeum Małej Ojczyzny w Studziwodach,Point(23.1937 52.7426),,
http://www.wikidata.org/entity/Q11787069,Muzeum Miasta Ostrowa Wielkopolskiego,Point(17.8167 51.6495),http://www.mmow.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Ostrow%20Wielkopolski%20Town%20Hall%202019%20P02.jpg
http://www.wikidata.org/entity/Q11787070,Muzeum Miasta Łodzi,Point(19.4512 51.7787),https://www.muzeum-lodz.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Palac%20Poznanskiego.JPG
http://www.wikidata.org/entity/Q11787072,"Muzeum Miejskie ""Sztygarka"" w Dąbrowie Górniczej",Point(19.1837 50.3185),https://muzeum-dabrowa.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/15%20lipiec%202008%20r.%20069%20resize.jpg
http://www.wikidata.org/entity/Q11787248,Muzeum Wody w Koszalinie,Point(16.1975 54.1881),,
http://www.wikidata.org/entity/Q11787250,Muzeum Wojska w Białymstoku,Point(23.16652 53.13217),http://www.mwb.com.pl/mwb2015/,http://commons.wikimedia.org/wiki/Special:FilePath/20200802%20091744%20Muzeum%20Wojska%20w%20Bia%C5%82ymstoku.jpg
http://www.wikidata.org/entity/Q11787251,Muzeum Wolności i Solidarności w Bydgoszczy,Point(18.0053 53.1203),,http://commons.wikimedia.org/wiki/Special:FilePath/Szko%C5%82a%20Plac%20Ko%C5%9Bcieleckich%208.jpg
http://www.wikidata.org/entity/Q11787255,Muzeum Wsi Radomskiej w Radomiu,Point(21.081667 51.364444),http://www.muzeum-radom.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Wsi%20Radomskiej%20%2801%29.jpg
http://www.wikidata.org/entity/Q11787255,Muzeum Wsi Radomskiej w Radomiu,Point(21.081667 51.364444),http://www.muzeum-radom.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Wsi%20Radomskiej%20%2816%29.jpg
http://www.wikidata.org/entity/Q11787256,Muzeum Wsi Mazowieckiej,Point(19.6661 52.8549),https://mwmskansen.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Sierpc%20028.jpg
http://www.wikidata.org/entity/Q11787258,Muzeum Współczesne Wrocław,Point(17.005 51.1133),http://muzeumwspolczesne.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Wsp%C3%B3%C5%82czesne%20Wroc%C5%82aw%2C%20pl.%20Strzegomski.jpg
http://www.wikidata.org/entity/Q18170894,Muzeum Miasta Turku im. Józefa Mehoffera,Point(18.5006 52.0164),http://www.muzeum.turek.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Turek%20ratusz.jpg
http://www.wikidata.org/entity/Q18398038,Ośrodek Dokumentacji Dziejów Ziemi Goleniowskiej w Goleniowie,Point(14.8306 53.5653),http://www.historia.goleniow.pl/,
http://www.wikidata.org/entity/Q18398051,Muzeum Ziemi Wałeckiej w Wałczu,Point(16.4722 53.2708),http://www.muzeum.walcz.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Walcz%20muzeum%20%281%29.jpg
http://www.wikidata.org/entity/Q18423367,BayLab,Point(20.9472 52.20951),,
http://www.wikidata.org/entity/Q18424222,Dom Polsko-Słowacki w Gorlicach,Point(21.1575 49.6578),,http://commons.wikimedia.org/wiki/Special:FilePath/Dom%20Polsko-S%C5%82owacki.jpg
http://www.wikidata.org/entity/Q18425608,Izba Historyczna w Pełczycach,Point(15.3047 53.0431),http://izbahistoryczna.prv.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Dom%20Kultury%20-%20Pe%C5%82czyce.JPG
http://www.wikidata.org/entity/Q18425611,Izba Regionalna Ziemi Goślińskiej w Murowanej Goślinie,Point(17.0089 52.5742),http://kultura.murowana-goslina.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Murowana%20Go%C5%9Blina%20054.jpg
http://www.wikidata.org/entity/Q18432482,Muzeum Motyli w Bochni,Point(20.423619444 49.970058333),http://www.muzeummotyli.com,
http://www.wikidata.org/entity/Q18432498,"Drewniana chałupa, ob. Izba Muzealna w Milówce",Point(19.087549 49.561701),,http://commons.wikimedia.org/wiki/Special:FilePath/Stara%20Cha%C5%82upa.jpg
http://www.wikidata.org/entity/Q18432500,"Muzeum Wojskowości, Szkolnictwa i Wsi w Dziedzicach",Point(15.0792 53.0233),,
http://www.wikidata.org/entity/Q18432502,Muzeum Ziemi Doberskiej w Dobrej,Point(15.3069 53.5856),,http://commons.wikimedia.org/wiki/Special:FilePath/Biblioteka%20w%20Dobrej.jpeg
http://www.wikidata.org/entity/Q18432503,Muzeum Ziemi Karlińskiej w Karlinie,Point(15.8763 54.0351),,http://commons.wikimedia.org/wiki/Special:FilePath/Budynek%20przedwojennego%20s%C4%85du.JPG
http://www.wikidata.org/entity/Q18432506,Muzeum Ziemi Koźmińskiej w Koźminie Wielkopolskim,Point(17.4511 51.8243),,http://commons.wikimedia.org/wiki/Special:FilePath/Kozmin%20%28js%29.jpg
http://www.wikidata.org/entity/Q18432507,Muzeum Ziemi Pyrzyckiej w Pyrzycach,Point(14.8914 53.1408),,http://commons.wikimedia.org/wiki/Special:FilePath/Pyrzyce%20kaplica%20kolb0170.JPG
http://www.wikidata.org/entity/Q18432509,Muzeum Ziemi Rawickiej w Rawiczu,Point(16.8578 51.6089),http://muzeum.rawicz.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Rawisz%20Ratusz.jpg
http://www.wikidata.org/entity/Q18432510,Muzeum Ziemi Wronieckiej we Wronkach,Point(16.3753 52.7105),,http://commons.wikimedia.org/wiki/Special:FilePath/Wronki%20879-60.jpg
http://www.wikidata.org/entity/Q18432970,Osada Czorsztyn,Point(20.2936 49.4411),http://www.osada.czorsztyn.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/PL%20Osada%20Czorsztyn%20-%20villas%20in%20northern%20part.JPG
http://www.wikidata.org/entity/Q18614024,Muzeum i Galeria „Brama” w Gryficach,Point(15.1972 53.9117),,http://commons.wikimedia.org/wiki/Special:FilePath/Gryfice%20Brama%20Wysoka%202010-10.jpg
http://www.wikidata.org/entity/Q18614067,Muzeum Polskiej Wódki,Point(21.0439 52.2544),http://muzeumpolskiejwodki.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Koneser%20Z%C4%85bkowska%202015.JPG
http://www.wikidata.org/entity/Q18614105,Muzeum w Spichlerzu w Drawnie,Point(15.7592 53.2197),,http://commons.wikimedia.org/wiki/Special:FilePath/Drawno%20spichlerz%20%281%29.jpg
http://www.wikidata.org/entity/Q18747853,Muzeum Ognia,Point(18.6947 50.0456),,http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20of%20Fire%20in%20%C5%BBory%2002.jpg
http://www.wikidata.org/entity/Q18747858,Centrum Górskie Korona Ziemi w Zawoi,Point(19.533139 49.63775),http://www.centrumgorskie.pl/,
http://www.wikidata.org/entity/Q18817272,Muzeum Spadochroniarstwa i Wojsk Specjalnych,Point(18.853472 49.66375),http://www.muzeum-spadochroniarstwa.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Spadochroniarstwa%20i%20Wojsk%20Specjalnych%2C%20Wis%C5%82a%202022.12.10%2008.jpg
http://www.wikidata.org/entity/Q15919423,Muzeum Czynu Powstańczego w Górze Świętej Anny,Point(18.1675 50.4561),https://muzeum.opole.pl/muzeum-czynu-powstanczego/,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%B3ra%20%C5%9Awi%C4%99tej%20Anny%2C%20Muzeum%20Czynu%20Powsta%C5%84czego%20-%20fotopolska.eu%20%28305771%29.jpg
http://www.wikidata.org/entity/Q15919427,Muzeum Regionalne w Oleśnie,Point(18.4167 50.875),http://www.oleskiemuzeum.pl,
http://www.wikidata.org/entity/Q15919466,Muzeum Towarzystwa Ziemi Kozielskiej w Kędzierzynie-Koźlu,Point(18.2 50.35),http://muzeumkozle.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Kedzierzyn%20kozle%2010.jpg
http://www.wikidata.org/entity/Q15919523,Powiatowe Muzeum Ziemi Głubczyckiej,Point(17.8342 50.2),http://www.glubczyce.e-bp.pl/muzeum/muzeum.php,http://commons.wikimedia.org/wiki/Special:FilePath/Leobsch%C3%BCtz%2C%20Mariens%C3%A4ule%20und%20Rathaus.jpg
http://www.wikidata.org/entity/Q15919555,Muzeum Ziemi Krzeszowickiej w Krzeszowicach,Point(19.6379 50.1348),,
http://www.wikidata.org/entity/Q15966273,Muzeum Emigracji w Gdyni,Point(18.548008039 54.533002462),http://www.polska1.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Gdynia%20Dworzec%20Morski%2010.jpg
http://www.wikidata.org/entity/Q15966378,Izba Tradycji i Kultury Dawnej w Siewierzu,Point(19.23 50.4664),,http://commons.wikimedia.org/wiki/Special:FilePath/Siewierz%20Kosciuszki%205%202017.jpg
http://www.wikidata.org/entity/Q15966378,Izba Tradycji i Kultury Dawnej w Siewierzu,Point(19.238333333 50.468611111),,http://commons.wikimedia.org/wiki/Special:FilePath/Siewierz%20Kosciuszki%205%202017.jpg
